ProjID,IndivID,SampleID,NameConvention,Species,CommonName,PCL_cm,FL_cm,TL_cm,Weight_g,Sex,Date,Lat,Long,FishingType,TrawlStation,TrawlName,Person,d13C,d13C_SD,WT%C,WT%C_SD,d15N,d15N_SD,WT%N,WT%N_SD,d34S,d34S_SD,WT%S,WT%S_SD,CN,Tissue,LipidExtraction,UreaExtraction,ExtractionNotes,OtherData,Notes,,Environmental Variables from the trawl
Whelk,20190304,20190304,,Busycon carica,Knobbed Whelk,,,14.9,288.27,F,2/12/19,39.075,-75.331667,,,,RW,-16.36264815,0.156005139,42.63928194,0.124192479,12.26612434,0.239232128,12.69547058,0.03564877,,,,,3.358621619,,,,,,,,
Whelk,20190305,20190305,,Busycon carica,Knobbed Whelk,,,13.3,197.44,F,2/12/19,39.075,-75.331667,,,,RW,-17.13833779,0.156049842,42.77356614,0.119797874,12.04492652,0.239124512,11.58063051,0.032559461,,,,,3.693543811,,,,,,,,
Whelk,20190306,20190306,,Busycon carica,Knobbed Whelk,,,13.9,350.54,F,2/12/19,39.075,-75.331667,,,,RW,-16.34250036,0.156004102,41.0102125,0.181886916,12.55101464,0.239419477,11.46473665,0.035894202,,,,,3.577074099,,,,,,,,
Whelk,20190307,20190307,,Busycon carica,Knobbed Whelk,,,12.6,275.63,M,2/12/19,39.075,-75.331667,,,,RW,-16.03020973,0.155988825,39.77753687,0.117668467,12.45812362,0.239340468,11.02999319,0.029685518,,,,,3.606306566,,,,,,,,
Whelk,20192201,20192201,,Busycon carica,Knobbed Whelk,,,12.7,182.27,F,3/6/19,39.075,-75.331667,,,,RW,-16.44323928,0.156009351,43.01761509,0.206344523,11.62744517,0.238970414,13.04599589,0.0388463,,,,,3.297380701,,,,,,,,
Whelk,20192202,20192202,,Busycon carica,Knobbed Whelk,,,13.5,254.42,F,3/6/19,39.075,-75.331667,,,,RW,-16.00962058,0.156833496,33.40748611,0.103349414,12.09351126,0.238413063,10.50327494,0.017261592,,,,,3.180673295,,,,,,,,
Whelk,20192203,20192203,,Busycon carica,Knobbed Whelk,,,13.7,239.36,F,3/6/19,39.075,-75.331667,,,,RW,-16.5407963,0.156874499,41.28279676,0.136552374,11.48430139,0.238155891,10.76548003,0.018530976,,,,,3.834738129,,,,,,,,
Whelk,20192204,20192204,,Busycon carica,Knobbed Whelk,,,13.9,257.38,F,3/6/19,39.075,-75.331667,,,,RW,-16.20811226,0.156847215,41.41394822,0.113137664,11.39361309,0.238092149,9.914774457,0.016036219,,,,,4.176993475,,,,,,,,
Whelk,20192205,20192205,,Busycon carica,Knobbed Whelk,,,14.9,295.43,F,3/6/19,39.075,-75.331667,,,,RW,-16.3667291,0.156859165,37.51168112,0.101426702,12.1507046,0.238422089,10.83789952,0.018740697,,,,,3.461157862,,,,,,,,
Whelk,20192206,20192206,,Busycon carica,Knobbed Whelk,,,12.5,149.85,F,3/6/19,39.075,-75.331667,,,,RW,-16.70799266,0.156888869,39.25648941,0.156093028,12.07839069,0.238471888,10.30205513,0.020178186,,,,,3.810549345,,,,,,,,
Whelk,20192207,20192207,,Busycon carica,Knobbed Whelk,,,13.1,225.29,F,3/6/19,39.075,-75.331667,,,,RW,-16.39261525,0.156860561,41.75725808,0.112958354,11.49469219,0.238063444,12.44822187,0.023427319,,,,,3.354475724,,,,,,,,
Whelk,20192208,20192208,,Busycon carica,Knobbed Whelk,,,13.6,254.63,F,3/6/19,39.075,-75.331667,,,,RW,-16.0202496,0.156832805,42.25174071,0.113758886,11.59740901,0.23811548,13.1110569,0.024546081,,,,,3.222603717,,,,,,,,
Whelk,20192209,20192209,,Busycon carica,Knobbed Whelk,,,12.6,225.44,F,3/6/19,39.075,-75.331667,,,,RW,-16.01177798,0.156832955,39.05628126,0.109039584,11.84493372,0.238300598,10.39257411,0.016746997,,,,,3.758095045,,,,,,,,
Whelk,20192210,20192210,,Busycon carica,Knobbed Whelk,,,13.6,216.65,F,3/6/19,39.075,-75.331667,,,,RW,-15.87001409,0.156821712,40.70315135,0.11002452,11.55528445,0.238157962,9.317794253,0.015003528,,,,,4.36832476,,,,,,,,
Whelk,20192211,20192211,,Busycon carica,Knobbed Whelk,,,12,181.95,F,3/6/19,39.075,-75.331667,,,,RW,-16.35080742,0.156858552,41.71619089,0.117857711,11.57106746,0.238202217,9.309151343,0.016377416,,,,,4.481202351,,,,,,,,
Whelk,20192212,20192212,,Busycon carica,Knobbed Whelk,,,11,155.02,F,3/6/19,39.075,-75.331667,,,,RW,-16.45745797,0.156867777,40.67452358,0.133017788,11.29952882,0.238071502,10.26124502,0.018124286,,,,,3.963897509,,,,,,,,
Whelk,20192213,20192213,,Busycon carica,Knobbed Whelk,,,11.3,202.15,F,3/6/19,39.075,-75.331667,,,,RW,-16.10302323,0.156838178,42.13077124,0.115333744,11.43185154,0.238076444,10.18842928,0.016950705,,,,,4.135158629,,,,,,,,
Whelk,20192214,20192214,,Busycon carica,Knobbed Whelk,,,13.5,281.33,F,3/6/19,39.075,-75.331667,,,,RW,-16.07075805,0.156837417,41.85507716,0.118832741,11.65474604,0.238219189,10.66828794,0.017244849,,,,,3.92331716,,,,,,,,
Whelk,20192215,20192215,,Busycon carica,Knobbed Whelk,,,12.8,209.31,F,3/6/19,39.075,-75.331667,,,,RW,-16.10046762,0.15683831,42.24260452,0.11426162,11.08867841,0.237912084,10.66627705,0.017797429,,,,,3.960388833,,,,,,,,
Whelk,201912S01,201912S01,,Busycotypus canaliculatus,Smooth Whelk,,,19.6,538.01,,3/6/19,39.075,-75.331667,,,,RW,-14.7163074,0.156751531,42.82735601,0.116022218,15.21449198,0.240224486,13.34949968,0.024300638,,,,,3.208161881,,,,,,,,
Whelk,201912S02,201912S02,,Busycotypus canaliculatus,Smooth Whelk,,,15.9,370.53,,3/6/19,39.075,-75.331667,,,,RW,-15.28011829,0.156784296,41.32027941,0.118988091,15.04859913,0.240142739,12.68888229,0.021297465,,,,,3.256416007,,,,,,,,
Whelk,2019060201,2019060201,,Busycon carica,Knobbed Whelk,,,14.5,252.22,,5/9/19,39.08,-75.305,,,,RW,-16.18896376,0.155943905,42.51013012,0.372305056,12.44511733,0.248787144,13.08429635,0.155609149,,,,,3.248942778,,,,,,,,
Whelk,2019060301,2019060301,,Busycon carica,Knobbed Whelk,,,14,246.5,,5/9/19,39.08,-75.305,,,,RW,-15.78703247,0.155914544,42.31913619,0.575001132,12.73939872,0.249165032,11.7444794,0.15734133,,,,,3.603321591,,,,,,,,
Whelk,2019060401,2019060401,,Busycon carica,Knobbed Whelk,,,14.1,186.11,,5/9/19,39.08,-75.305,,,,RW,-15.8875153,0.155921667,41.73584516,0.656054619,12.76984162,0.249204593,11.81424187,0.173772584,,,,,3.532672315,,,,,,,,
Whelk,2019060501,2019060501,,Busycon carica,Knobbed Whelk,,,14.7,331.33,,5/9/19,39.08,-75.305,,,,RW,-16.02819125,0.155931882,41.28393942,0.630559351,12.47556023,0.248825854,8.566894384,0.215721089,,,,,4.819008799,,,,,,,,
Whelk,2019060601,2019060601,,Busycon carica,Knobbed Whelk,,,12.8,194.85,,5/9/19,39.08,-75.305,,,,RW,-15.86741873,0.155920231,40.90325087,0.651216013,12.35378862,0.248671543,12.27593142,0.166230911,,,,,3.331987568,,,,,,,,
Whelk,2019060701,2019060701,,Busycon carica,Knobbed Whelk,,,13.7,264.46,,5/9/19,39.08,-75.305,,,,RW,-14.95302506,0.15586102,39.97269857,0.650797713,12.03921197,0.24827946,12.83188134,0.160929747,,,,,3.115108185,,,,,,,,
Whelk,2019060801,2019060801,,Busycon carica,Knobbed Whelk,,,12.9,243.62,,5/9/19,39.08,-75.305,,,,RW,-15.97794983,0.155928201,41.47559818,0.562990955,13.064123,0.249591539,13.11531712,0.151384315,,,,,3.162378598,,,,,,,,
Whelk,2019060901,2019060901,,Busycon carica,Knobbed Whelk,,,14.7,272.98,,5/9/19,39.08,-75.305,,,,RW,-14.66162488,0.155844675,42.57757259,0.661245129,12.45526496,0.248800037,13.74626934,0.166257202,,,,,3.097391121,,,,,,,,
Whelk,2019061001,2019061001,,Busycon carica,Knobbed Whelk,,,13.8,247,,5/9/19,39.08,-75.305,,,,RW,-16.02819125,0.155931882,101.1974641,1.006828186,14.24124855,0.251220615,30.5546325,0.498878575,,,,,3.31201706,,,,,,,,
Whelk,2019061201,2019061201,,Busycon carica,Knobbed Whelk,,,13.2,217.81,,5/9/19,39.08,-75.305,,,,RW,-15.81717732,0.155916666,42.5389148,0.794644095,12.18127884,0.248455358,13.32275824,0.193646557,,,,,3.192951041,,,,,,,,
Whelk,2019061301,2019061301,,Busycon carica,Knobbed Whelk,,,14.6,317.42,,5/9/19,39.08,-75.305,,,,RW,-14.96307334,0.155861606,41.71274463,0.463413672,12.33349335,0.248645962,13.76004923,0.154173736,,,,,3.031438618,,,,,,,,
Whelk,2019061401,2019061401,,Busycon carica,Knobbed Whelk,,,12.6,199.13,,5/9/19,39.08,-75.305,,,,RW,-15.68654965,0.155907566,41.93843728,0.406765366,12.60747947,0.248994616,13.12703182,0.149104834,,,,,3.194814932,,,,,,,,
Whelk,2019061501,2019061501,,Busycon carica,Knobbed Whelk,,,12.2,194.07,,5/9/19,39.08,-75.305,,,,RW,-15.70664622,0.15590895,43.28570169,0.671535278,12.22186938,0.24850597,13.75642294,0.169225918,,,,,3.146581193,,,,,,,,
Whelk,2019061601,2019061601,,Busycon carica,Knobbed Whelk,,,13,212.36,,5/9/19,39.08,-75.305,,,,RW,-15.5458737,0.155898041,42.62243274,0.356756594,12.40452679,0.248735668,13.50922012,0.178939643,,,,,3.155062422,,,,,,,,
Whelk,2019061701,2019061701,,Busycon carica,Knobbed Whelk,,,13.2,244.93,,5/9/19,39.08,-75.305,,,,RW,-15.22432868,0.155877335,42.10034008,0.487685938,12.31319809,0.248620421,12.8167939,0.143937756,,,,,3.284779361,,,,,,,,
Whelk,2019061801,2019061801,,Busycon carica,Knobbed Whelk,,,13,234.28,,5/9/19,39.08,-75.305,,,,RW,-15.44539088,0.155891411,41.18665651,0.436466411,12.43496969,0.24877426,13.0978734,0.146437943,,,,,3.14453005,,,,,,,,
Whelk,2019061901,2019061901,,Busycon carica,Knobbed Whelk,,,16.4,415,,5/9/19,39.08,-75.305,,,,RW,-15.69659794,0.155908257,43.16648313,0.540572815,12.66836528,0.249073064,12.81261545,0.150167881,,,,,3.369061009,,,,,,,,
Whelk,2019062001,2019062001,,Busycon carica,Knobbed Whelk,,,13.8,223.17,,5/9/19,39.08,-75.305,,,,RW,-14.74201113,0.155849062,41.39034285,0.69758732,12.18127884,0.248455358,13.47569842,0.169996363,,,,,3.071480346,,,,,,,,
Whelk,2019062101,2019062101,,Busycon carica,Knobbed Whelk,,,13.4,227.52,,5/9/19,39.08,-75.305,,,,RW,-14.38027298,0.155830051,40.07386583,0.684668741,12.64807001,0.249046876,12.9349856,0.166662331,,,,,3.098098992,,,,,,,,
Whelk,2019062201,2019062201,,Busycon carica,Knobbed Whelk,,,14.3,167.44,,5/9/19,39.08,-75.305,,,,RW,-15.81717732,0.155916666,42.9589403,0.428029797,12.77998925,0.2492178,12.74159906,0.141753316,,,,,3.371550155,,,,,,,,
Whelk,2019062301,2019062301,,Busycon carica,Knobbed Whelk,,,13.4,209.36,,5/9/19,39.08,-75.305,,,,RW,-16.05838865,0.153811407,41.7376274,0.34164852,12.41026629,0.243095413,12.26738203,0.086773642,,,,,3.402325558,,,,,,,,
Whelk,2019062401,2019062401,,Busycon carica,Knobbed Whelk,,,12.6,201.64,,5/9/19,39.08,-75.305,,,,RW,-15.75923825,0.153811711,43.30780757,0.272446792,12.48559252,0.243120888,12.45739865,0.092178725,,,,,3.476472801,,,,,,,,
Whelk,2019062501,2019062501,,Busycon carica,Knobbed Whelk,,,13.1,195.96,,5/9/19,39.08,-75.305,,,,RW,-16.33122534,0.153811239,43.29703401,0.441645861,12.21531274,0.243007915,13.299583,0.099429095,,,,,3.255518163,,,,,,,,
Whelk,2019062601,2019062601,,Busycon carica,Knobbed Whelk,,,12.4,220.27,,5/9/19,39.08,-75.305,,,,RW,,,130.2595595,1.32261853,,,33.9880095,0.412930763,,,,,3.832515095,,,,,,,,
Whelk,2019062801,2019062801,,Busycon carica,Knobbed Whelk,,,13,238.53,,5/9/19,39.08,-75.305,,,,RW,-15.14598186,0.153824539,43.52282415,0.582906955,12.15543615,0.242984121,14.09784858,0.118479103,,,,,3.08719617,,,,,,,,
Whelk,2019062901,2019062901,,Busycon carica,Knobbed Whelk,,,13.7,217.1,,5/9/19,39.08,-75.305,,,,RW,-16.15582448,0.153811197,43.93947494,0.384170347,12.57248412,0.243171866,13.6896004,0.0961675,,,,,3.209697409,,,,,,,,
Whelk,2019063001,2019063001,,Busycon carica,Knobbed Whelk,,,14.2,258.54,,5/9/19,39.08,-75.305,,,,RW,-16.00991546,0.153812231,43.66810297,0.401601454,12.40586533,0.243092952,13.84337455,0.097589687,,,,,3.154440617,,,,,,,,
Whelk,2019063101,2019063101,,Busycon carica,Knobbed Whelk,,,13.8,207.19,,5/9/19,39.08,-75.305,,,,RW,-15.76359319,0.153811417,44.1134627,0.275320457,12.56932864,0.243154174,13.9536492,0.113367581,,,,,3.161428388,,,,,,,,
Whelk,2019063201,2019063201,,Busycon carica,Knobbed Whelk,,,13.7,198.94,,5/9/19,39.08,-75.305,,,,RW,-15.72454376,0.153814079,41.43637636,0.333137844,12.42466117,0.243101698,12.18873887,0.085838926,,,,,3.399562234,,,,,,,,
Whelk,2019063401,2019063401,,Busycon carica,Knobbed Whelk,,,12.5,197.26,,5/9/19,39.08,-75.305,,,,RW,-16.00491785,0.153813368,43.48438781,0.535776728,12.78594824,0.243283172,13.7215391,0.112163677,,,,,3.169060519,,,,,,,,
Whelk,2019390101,2019390101,,Busycon carica,Knobbed Whelk,,,10.5,103.5,,7/18/19,39.0975,-75.245833,,,,RW,-16.15742219,0.153812579,43.64446677,0.548496353,13.01576976,0.24340427,11.73318211,0.127475523,,,,,3.719746815,,,,,,,,
Whelk,2019390201,2019390201,,Busycon carica,Knobbed Whelk,,,9,70.2,,7/18/19,39.0975,-75.245833,,,,RW,-14.91324188,0.153827854,42.88082352,0.392910388,12.68442108,0.243227961,13.15919231,0.094084593,,,,,3.258621236,,,,,,,,
Whelk,2019390301,2019390301,,Busycon carica,Knobbed Whelk,,,8.5,66.6,,7/18/19,39.0975,-75.245833,,,,RW,-15.58222974,0.15381566,42.62348063,0.338088402,12.55963153,0.243165444,12.60317834,0.088413184,,,,,3.381962825,,,,,,,,
Whelk,2019430101,2019430101,,Busycon carica,Knobbed Whelk,,,12.4,138.81,,8/14/19,39.0975,-75.245833,,,,RW,-15.89190616,0.153812785,41.0938841,0.350816672,13.12518514,0.243448561,12.24038377,0.08703543,,,,,3.357238211,,,,,,,,
Whelk,20180301,20180301,,Busycon carica,Knobbed Whelk,,,14.1,373.79,F,4/26/18,39.08,-75.305,,,,RW,-16.24681148,0.140498574,42.38553615,0.592627775,12.37846988,0.226757901,10.97111643,0.157770981,,,,,3.863374927,YES,,,,,,,
Whelk,20180303,20180303,,Busycon carica,Knobbed Whelk,,,14,278.33,F,4/26/18,39.08,-75.305,,,,RW,-16.38733311,0.140495362,41.35664612,0.6364144,12.04397049,0.226475831,10.8492238,0.167448878,,,,,3.811945158,YES,,,,,,,
Whelk,20180304,20180304,,Busycon carica,Knobbed Whelk,,,15.6,383.89,F,4/26/18,39.08,-75.305,,,,RW,-16.24681148,0.140498574,42.60890713,0.379884624,12.35819719,0.226740559,11.18844034,0.105739469,,,,,3.8082973,YES,,,,,,,
Whelk,20180305,20180305,,Busycon carica,Knobbed Whelk,,,13.9,248.34,F,4/26/18,39.08,-75.305,,,,RW,-16.60815281,0.140490947,41.60289365,0.798017153,12.12506125,0.226543413,12.33476099,0.186787624,,,,,3.372817169,YES,,,,,,,
Whelk,20180306,20180306,,Busycon carica,Knobbed Whelk,,,15.8,380.59,F,4/26/18,39.08,-75.305,,,,RW,-16.63826458,0.140490404,41.85663648,0.65560936,11.89192531,0.226350498,10.0531943,0.189589466,,,,,4.163516117,YES,,,,,,,
Whelk,20180307,20180307,,Busycon carica,Knobbed Whelk,,,13.2,210.92,F,4/26/18,39.08,-75.305,,,,RW,-16.40740762,0.140494929,42.88706708,0.551563066,12.36833354,0.226749226,12.10543969,0.13497333,,,,,3.542793008,YES,,,,,,,
Whelk,20180308,20180308,,Busycon carica,Knobbed Whelk,,,18.1,504.72,F,4/26/18,39.08,-75.305,,,,RW,-16.8791588,0.140486583,42.00826106,0.511680539,12.25683374,0.226654324,12.00819891,0.125113296,,,,,3.498298236,YES,,,,,,,
Whelk,20180309,20180309,,Busycon carica,Knobbed Whelk,,,15.9,415.44,F,4/26/18,39.08,-75.305,,,,RW,-16.44755666,0.140494082,40.91424864,0.590281947,12.32778815,0.226714604,11.67497205,0.141888867,,,,,3.50444082,YES,,,,,,,
Whelk,20180310,20180310,,Busycon carica,Knobbed Whelk,,,12.5,222.8,M,4/26/18,39.08,-75.305,,,,RW,-16.30703503,0.140497159,42.50486673,0.590879948,12.21628836,0.226620053,12.36122396,0.139838546,,,,,3.438564568,YES,,,,,,,
Whelk,20181101,20181101,,Busycon carica,Knobbed Whelk,,,16.1,330.65,F,5/17/18,39.075,-75.331667,,,,RW,-15.93565645,0.140506798,41.53414652,0.669979017,13.76714919,0.228021423,12.83000849,0.148860041,,,,,3.237265707,YES,,,,,,,
Whelk,20181102,20181102,,Busycon carica,Knobbed Whelk,,,17.9,455.66,F,5/17/18,39.075,-75.331667,,,,RW,-16.39737036,0.140495145,40.71408073,0.52927375,13.01705964,0.227320491,12.09391503,0.124555079,,,,,3.366493035,YES,,,,,,,
Whelk,20181103,20181103,,Busycon carica,Knobbed Whelk,,,13.3,175.86,F,5/17/18,39.075,-75.331667,,,,RW,-16.16651341,0.14050055,40.72669054,0.646243065,12.41901526,0.226792683,12.46625066,0.144876258,,,,,3.266955852,YES,,,,,,,
Whelk,20181104,20181104,,Busycon carica,Knobbed Whelk,,,14.8,226.75,F,5/17/18,39.075,-75.331667,,,,RW,-16.50778022,0.140492858,41.54788851,0.517829647,12.50010602,0.226862628,12.69821373,0.121894248,,,,,3.271947489,YES,,,,,,,
Whelk,20181105,20181105,,Busycon carica,Knobbed Whelk,,,16.1,340.96,F,5/17/18,39.075,-75.331667,,,,RW,-16.01595452,0.140504529,42.08323851,0.427567483,13.35155903,0.227627736,12.89542891,0.114138551,,,,,3.26342294,YES,,,,,,,
Whelk,20181107,20181107,,Busycon carica,Knobbed Whelk,,,13.6,257.85,F,5/17/18,39.075,-75.331667,,,,RW,-15.93565645,0.140506798,42.88812747,0.443059813,12.78392369,0.227111447,13.39190522,0.118197975,,,,,3.202541143,YES,,,,,,,
Whelk,20181108,20181108,,Busycon carica,Knobbed Whelk,,,13.7,215.84,F,5/17/18,39.075,-75.331667,,,,RW,-16.37729585,0.140495581,41.49255823,0.765844046,12.30751546,0.226697341,12.62185112,0.173654253,,,,,3.287359186,YES,,,,,,,
Whelk,20181109,20181109,,Busycon carica,Knobbed Whelk,,,13.5,210.44,F,5/17/18,39.075,-75.331667,,,,RW,-16.51781747,0.14049266,40.83241311,0.604923786,12.39874257,0.226775276,11.63404983,0.145566705,,,,,3.509733388,YES,,,,,,,
Whelk,20181110,20181110,,Busycon carica,Knobbed Whelk,,,14,236.25,F,5/17/18,39.075,-75.331667,,,,RW,-16.0460663,0.140503705,41.75715636,0.746900418,12.69269659,0.227030789,12.9027735,0.16618043,,,,,3.236293062,YES,,,,,,,
Whelk,20212801,20212801,,Busycon carica,Knobbed Whelk,,,13.8,225.06,,8/12/21,39.0975,-75.245833,,,,RW,-15.31046578,0.141630713,37.8953732,0.230318133,12.86777581,0.220668923,11.28227668,0.040315642,,,,,3.358840976,,,,,,,,
Whelk,20212802,20212802,,Busycon carica,Knobbed Whelk,,,15.4,304.67,,8/12/21,39.0975,-75.245833,,,,RW,-15.27226396,0.141631193,37.18706085,0.163155297,12.91843633,0.220675926,11.60258988,0.040690814,,,,,3.205065528,,,,,,,,
Whelk,202202S01,202202S01,,Busycotypus canaliculatus,Smooth Whelk,,,10.8,110,M,6/17/22,39.073333,-75.378333,,,,RW,-16.42078551,0.141622125,42.74606313,0.421823241,14.5479229,0.221752621,11.09067206,0.077824109,,,,,3.854235605,,,,,,,,
Whelk,20220901,20220901,,Busycon carica,Knobbed Whelk,,,9.6,72,?,6/17/22,39.073333,-75.378333,,,,RW,-15.7155226,0.212438465,43.66153256,0.850397131,11.83206641,0.330216037,10.50736827,0.169536344,,,,,4.155325237,,,,,,,,
Whelk,20220902,20220902,,Busycon carica,Knobbed Whelk,,,8,61,F,6/17/22,39.073333,-75.378333,,,,RW,-16.79016788,0.141623534,43.48236543,0.413838132,12.29020201,0.220368822,11.04002598,0.077762609,,,,,3.938610786,,,,,,,,
Whelk,20160502,20160502,,Busycon carica,Knobbed Whelk,,,8.6,55.92,F,6/15/16,39.073333,-75.378333,,,,RW,-15.57615192,0.140792502,39.56578922,0.296062408,12.09948191,0.223275877,11.7640195,0.053499117,,,,,3.363288306,,,,,,,,
Whelk,20160503,20160503,,Busycon carica,Knobbed Whelk,,,8.8,56.28,M,6/15/16,39.073333,-75.378333,,,,RW,-15.59825586,0.140791331,42.07379161,0.256376311,12.08941548,0.223268571,10.60080231,0.05358693,,,,,3.968925217,,,,,,,,
Whelk,LP20230201,LP20230201,,Limulus polyphemus,Horseshoe Crab,,,37,,M,7/5/23,39.1365724,-75.4088811,Hand,,,RW,-16.49534164,0.142737688,46.44851789,0.218673493,15.99422128,0.223170533,14.75460707,0.083451214,,,,,3.14806878,leg,Chemical,,,,,,
Whelk,LP20230202,LP20230202,,Limulus polyphemus,Horseshoe Crab,,,33,,M,7/5/23,39.1365724,-75.4088811,Hand,,,RW,-17.1696521,0.142786853,46.708168,0.208119088,15.15527566,0.222507187,14.63416433,0.089265813,,,,,3.191720891,leg,Chemical,,,,,,
Whelk,20171204,20171204,,Busycon carica,Knobbed Whelk,,,8.7,60.71,M,11/9/17,39.0975,-75.245833,,,,RW,-16.30666816,,43.23241329,,12.16137778,,12.63219102,,,,,,3.422400219,YES,,,,,,,
Whelk,20171202,20171202,,Busycon carica,Knobbed Whelk,,,9.9,90.94,M,11/9/17,39.0975,-75.245833,,,,RW,-16.17963438,,42.8096494,,12.25032665,,11.40977206,,,,,,3.752016181,YES,,,,,,,
Whelk,20170210,20170210,,Busycon carica,Knobbed Whelk,,,10.5,109.47,M,5/17/17,39.0975,-75.245833,,,,RW,-15.97261812,,42.91006125,,12.5136435,,11.83208603,,,,,,3.626584621,YES,,,,,,,
Whelk,20171202,20171202,,Busycon carica,Knobbed Whelk,,,9.9,90.94,M,11/9/17,39.0975,-75.245833,,,,RW,-16.00082368,,45.16887263,,12.86208974,,13.23826504,,,,,,3.411993375,YES,,,,,,,
Whelk,IO20200101,IO20200101,,Ilyanassa obsoleta,Mud Snail,,,2.1,1.53,,10/1/20,39.218828,-75.364116,Dredge,,,RW,-17.86693985,0.142847404,34.79339141,0.204707073,14.53870117,0.222042675,9.043564919,0.039135441,,,,,3.847309299,whole,Chemical,,,,,,
Whelk,IO20220101,IO20220101,,Ilyanassa obsoleta,Mud Snail,,,1.7,1.37,,10/1/22,39.218828,-75.364116,Dredge,,,RW,-13.63120553,0.142610299,27.93137329,0.337107249,13.74018666,0.221470285,6.638657559,0.071073953,,,,,4.207382749,whole,Chemical,,,,,,
Whelk,IO20220102,IO20220102,,Ilyanassa obsoleta,Mud Snail,,,1.6,1.55,,10/1/22,39.218828,-75.364116,Dredge,,,RW,-15.32044462,0.142670962,30.61412653,0.319790317,12.86080993,0.220878331,6.792591803,0.074613428,,,,,4.506987527,whole,Chemical,,,,,,
Whelk,IO20220103,IO20220103,,Ilyanassa obsoleta,Mud Snail,,,1.9,1.45,,10/1/22,39.218828,-75.364116,Dredge,,,RW,-12.93681315,0.142598678,22.19465282,0.293571651,12.67886992,0.220760912,5.04629443,0.065698343,,,,,4.398208057,whole,Chemical,,,,,,
Whelk,IO20220104,IO20220104,,Ilyanassa obsoleta,Mud Snail,,,2,1.68,,10/1/22,39.218828,-75.364116,Dredge,,,RW,-15.63156346,0.142684774,38.64953853,0.188719677,13.23479774,0.221125143,11.47660276,0.055373929,,,,,3.367681127,whole,Chemical,,,,,,
Whelk,IO20220105,IO20220105,,Ilyanassa obsoleta,Mud Snail,,,2.1,1.88,,10/1/22,39.218828,-75.364116,Dredge,,,RW,-16.11162975,0.142713239,41.2196451,0.221442611,13.89180334,0.221576422,11.51390576,0.048208582,,,,,3.579988058,whole,Chemical,,,,,,
Whelk,CV20200101,CV20200101,,Crassostrea virginica,Oyster,,,8.2,46.65,,10/1/20,39.218828,-75.364116,Dredge,,,RW,-19.50152542,0.143016671,32.16211287,0.227169215,11.85003208,0.220248053,8.963544003,0.038602169,,,,,3.588102302,whole,Chemical,,,,,,
Whelk,CV20220101,CV20220101,,Crassostrea virginica,Oyster,,,5.7,20,,10/1/22,39.218828,-75.364116,Dredge,,,RW,-19.82591078,0.143053988,41.68008077,0.20726797,11.91067875,0.22028435,11.78392265,0.051865217,,,,,3.537029392,whole,Chemical,,,,,,
Whelk,CV20220102,CV20220102,,Crassostrea virginica,Oyster,,,4.2,7.75,,10/1/22,39.218828,-75.364116,Dredge,,,RW,-19.40162187,0.143004964,39.74600422,0.26429525,11.58722983,0.220093017,12.03271542,0.050386914,,,,,3.303161658,whole,Chemical,,,,,,
Whelk,CV20220103,CV20220103,,Crassostrea virginica,Oyster,,,5.5,31.68,,10/1/22,39.218828,-75.364116,Dredge,,,RW,-20.64093298,0.143152848,46.40739397,0.337869365,12.28466655,0.220512475,11.44985454,0.084111075,,,,,4.053099,whole,Chemical,,,,,,
Whelk,CV20220104,CV20220104,,Crassostrea virginica,Oyster,,,9,84.01,,10/1/22,39.218828,-75.364116,Dredge,,,RW,-21.08950612,0.143220302,44.16984662,0.241827459,11.96121764,0.220314746,10.73268303,0.049722681,,,,,4.115452447,whole,Chemical,,,,,,
Whelk,CV20220105,CV20220105,,Crassostrea virginica,Oyster,,,9.8,72.01,,10/1/22,39.218828,-75.364116,Dredge,,,RW,-20.50419091,0.143137406,46.62242061,0.236510401,12.2139121,0.22046875,11.80970298,0.06440317,,,,,3.947806368,whole,Chemical,,,,,,
Whelk,CV20220106,CV20220106,,Crassostrea virginica,Oyster,,,7.9,105.12,,10/1/22,39.218828,-75.364116,Dredge,,,RW,-19.25859062,0.142986039,47.32615494,0.216743525,11.87024763,0.220260131,13.64920548,0.082256101,,,,,3.467319399,whole,Chemical,,,,,,
